1827964	9	The Existence and Efficient Construction of Large Independent Sets in General Random Intersection Graphs
1827965	9	Nash Equilibria in Discrete Routing Games with Convex Latency Functions
1827967	9	Extensional Theories and Rewriting
1827968	9	On the Power of Ambainis's Lower Bounds
1827969	9	On Dynamic Bit-Probe Complexity
1827970	9	Further Improvements in Competitive Guarantees for QoS Buffering
1827971	9	Easily Refutable Subformulas of Large Random 3CNF Formulas
1827972	9	Deterministic M2M Multicast in Radio Networks: (Extended Abstract)
1827973	9	Deciding Knowledge in Security Protocols Under Equational Theories
1827974	9	Counting in Trees for Free
1827975	9	Coloring Semirandom Graphs Optimally
1827976	9	Hardness of String Similarity Search and Other Indexing Problems
1827977	9	Sublinear-Time Approximation for Clustering Via Random Sampling
1827978	9	Succinct Representations of Functions
1827979	9	Locally Consistent Constraint Satisfaction Problems: (Extended Abstract)
1827980	9	Comparing Recursion, Replication, and Iteration in Process Calculi
1827981	9	External Memory Algorithms for Diameter and All-Pairs Shortest-Paths on Sparse Graphs
1827982	9	A Syntactic Characterization of Distributive LTL Queries
1827983	9	A 2(1/8)-Approximation Algorithm for Rectangle Tiling
1827984	9	Propositional PSPACE Reasoning with Boolean Programs Versus Quantified Boolean Formulas
1827985	9	Some Results on Effective Randomness
1827986	9	A General Technique for Managing Strings in Comparison-Driven Data Structures
1827987	9	Games with Winning Conditions of High Borel Complexity
1827988	9	A Polynomial Quantum Query Lower Bound for the Set Equality Problem
1827989	9	A Generalisation of Pre-logical Predicates to Simply Typed Formal Systems
1827990	9	Linear-Time List Decoding in Error-Free Settings: (Extended Abstract)
1827991	9	A Note on Karr's Algorithm
1827992	9	A Tight Linear Bound on the Neighborhood of Inverse Cellular Automata
1827993	9	Nash Equilibria, the Price of Anarchy and the Fully Mixed Nash Equilibrium Conjecture
1827994	9	Worst Case Optimal Union-Intersection Expression Evaluation
1827995	9	Towards Optimal Multiple Selection
1827996	9	Distance Constrained Labelings of Graphs of Bounded Treewidth
1827997	9	Balanced Allocation and Dictionaries with Tightly Packed Constant Size Bins
1827998	9	Congruences for Visibly Pushdown Languages
1827999	9	Decidability and Complexity Results for Timed Automata via Channel Machines
1828000	9	NFAs With and Without epsilon-Transitions
1828001	9	On the Existence of Hamiltonian Cycles in Random Intersection Graphs
1828002	9	Linear Time Algorithms for Clustering Problems in Any Dimensions
1828003	9	Time-Space Lower Bounds for the Polynomial-Time Hierarchy on Randomized Machines
1828004	9	A Faster Combinatorial Approximation Algorithm for Scheduling Unrelated Parallel Machines
1828005	9	From Primal-Dual to Cost Shares and Back: A Stronger LP Relaxation for the Steiner Forest Problem
1828006	9	Hadamard Tensors and Lower Bounds on Multiparty Communication Complexity
1828007	9	Compositional Verification of Asynchronous Processes via Constraint Solving
1828008	9	Approximating - Outperforming a Random Assignment with Almost a Linear Factor
1828009	9	Append-Only Signatures
1828010	9	On the Power of Random Bases in Fourier Sampling: Hidden Subgroup Problem in the Heisenberg Group
1828011	9	An Accessible Approach to Behavioural Pseudometrics
1828012	9	Fast Neighbor Joining
1828013	9	Single-Prover Concurrent Zero Knowledge in Almost Constant Rounds
1828014	9	How Well Can Primal-Dual and Local-Ratio Algorithms Perform?
1828016	9	Online Interval Coloring and Variants
1828017	9	Optimal Cover Time for a Graph-Based Coupon Collector Process
1828018	9	Measure and Conquer: Domination - A Case Study
1828019	9	Up-to Techniques for Weak Bisimulation
1828020	9	Spatial Logics for Bigraphs
1828021	9	Password-Based Encryption Analyzed
